run_set,source_summary_csv,config_id,dataset,dataset_hydra,experiment,model,backbone,probe,probe_hydra,layer,layer_label,n_seeds,seeds,test_primary_mean,test_primary_std,test_accuracy_mean,test_accuracy_std,val_primary_mean,val_primary_std,val_accuracy_mean,val_accuracy_std,train_primary_mean,train_primary_std,train_accuracy_mean,train_accuracy_std,complete,missing_seeds,notes
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2_1__linear__layer_38,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,38,Layer 0.75,3,"42,101,102",24.183007,1.132059,53.75817,0.748787,29.411765,3.921569,55.392157,0.490196,50.331126,2.387782,58.664459,3.382241,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2_1__linear__layer_48,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,48,Final layer,3,"42,101,102",36.601307,2.264118,56.862745,1.767427,28.104575,2.264119,57.679738,1.132059,51.214128,2.676458,63.907285,5.90714,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2_1__mlp__layer_12,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,12,Layer 0.25,3,"42,101,102",20.915033,4.934532,56.699346,0.283015,26.797385,1.132059,58.169934,0.283015,89.403973,1.752153,88.465784,0.505803,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2_1__mlp__layer_24,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,24,Layer 0.5,3,"42,101,102",19.607843,1.960784,54.084967,2.515491,18.954248,10.799158,53.594771,1.13206,28.697572,3.26681,53.807947,0.165563,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2_1__mlp__layer_38,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,38,Layer 0.75,3,"42,101,102",39.869281,2.995148,58.660131,1.855853,43.79085,1.132059,61.437909,0.56603,100,0,98.841059,0.721672,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2_1__mlp__layer_48,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,48,Final layer,3,"42,101,102",39.869281,4.528237,60.784314,2.450981,26.143791,2.995148,61.928105,1.020424,99.558499,0.764702,98.841059,1.443344,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2__linear__layer_10,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Linear,linear,10,Layer 0.25,3,"42,101,102",14.379085,2.995148,51.470588,2.136715,13.071896,9.266305,52.45098,0.849045,26.931567,5.144009,51.15894,0.662252,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2__linear__layer_20,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Linear,linear,20,Layer 0.5,3,"42,101,102",23.529412,1.960785,51.307189,1.020424,20.261438,2.995148,52.777778,0.748787,41.721854,3.034818,55.960265,2.034471,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2__linear__layer_30,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Linear,linear,30,Layer 0.75,3,"42,101,102",37.908497,2.995148,54.248366,3.613292,30.065359,4.081698,55.718954,0.283015,43.708609,2.387782,57.781457,1.517409,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2__linear__layer_40,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Linear,linear,40,Final layer,3,"42,101,102",38.562092,2.264119,58.333333,0.490196,37.908497,1.132059,58.169934,0.56603,60.485651,1.378587,62.803532,2.355032,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2__mlp__layer_10,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,MLP,mlp,10,Layer 0.25,3,"42,101,102",15.686275,5.187747,51.633987,1.020424,15.03268,6.30304,53.594771,0.748787,53.421634,23.342218,65.011037,12.010255,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2__mlp__layer_20,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,MLP,mlp,20,Layer 0.5,3,"42,101,102",23.529412,1.960785,54.738562,0.748787,22.222222,2.264119,56.862745,0.490196,81.236203,9.396819,83.88521,5.788391,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2__mlp__layer_30,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,MLP,mlp,30,Layer 0.75,3,"42,101,102",54.248366,2.995148,64.215686,1.296937,36.601307,1.132059,62.908497,1.020424,93.818985,4.046424,85.375276,2.840421,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__jepa_v2__mlp__layer_40,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,MLP,mlp,40,Final layer,3,"42,101,102",51.633987,4.081698,60.457516,1.020425,36.601307,4.934533,64.542483,0.56603,100,0,99.172185,1.433817,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae__linear__layer_16,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Linear,linear,16,Layer 0.5,3,"42,101,102",30.06536,4.934533,56.699346,1.497574,36.601307,4.934533,58.823529,1.767427,51.214128,0.382351,63.189846,4.541175,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae__linear__layer_24,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Linear,linear,24,Layer 0.75,3,"42,101,102",31.372549,3.396178,57.189542,1.020424,37.254902,1.960784,61.111111,1.233633,55.187638,1.66663,66.721854,0.662252,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae__linear__layer_32,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Linear,linear,32,Final layer,3,"42,101,102",28.75817,4.528237,53.104575,1.721512,28.104575,4.081698,57.352941,0,67.108168,10.180885,70.971303,7.121772,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae__linear__layer_8,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Linear,linear,8,Layer 0.25,3,"42,101,102",16.339869,4.528237,50.163399,0.283015,13.071896,5.660296,52.287581,0.748787,16.997792,5.058031,50.055188,2.479762,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae__mlp__layer_16,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,MLP,mlp,16,Layer 0.5,3,"42,101,102",31.372549,3.396178,52.124183,1.721512,36.601307,2.264118,53.431373,0.490197,43.487859,1.66663,52.483444,1.314115,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae__mlp__layer_24,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,MLP,mlp,24,Layer 0.75,3,"42,101,102",35.294118,5.882353,59.803922,0.980393,39.869281,1.13206,63.888889,1.020424,97.792494,3.823512,93.487858,6.867037,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae__mlp__layer_32,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,MLP,mlp,32,Final layer,3,"42,101,102",31.372549,1.960784,55.718954,1.981104,27.45098,1.960785,58.333333,0,78.807947,4.99989,82.064017,7.190719,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae__mlp__layer_8,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,MLP,mlp,8,Layer 0.25,3,"42,101,102",15.03268,2.264119,50.490196,0.490196,11.111111,4.934533,51.633987,0.283015,19.426049,2.023212,50.055188,0.191176,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae_v2__linear__layer_10,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Linear,linear,10,Layer 0.25,3,"42,101,102",30.718954,4.528237,52.124183,1.497574,20.261438,4.528237,52.614379,0.56603,41.501104,8.437755,55.022075,3.950448,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae_v2__linear__layer_20,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Linear,linear,20,Layer 0.5,3,"42,101,102",37.254902,0,59.803922,0.490197,46.405229,1.13206,63.888889,0.283015,96.247241,0.382351,91.11479,4.356329,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae_v2__linear__layer_30,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Linear,linear,30,Layer 0.75,3,"42,101,102",42.48366,1.132059,59.640523,1.020425,38.562091,1.132059,62.581699,1.020424,60.485651,1.011606,76.434878,0.344647,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae_v2__linear__layer_40,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Linear,linear,40,Final layer,3,"42,101,102",50.980392,3.921569,57.679738,0.748787,28.104575,1.13206,59.150326,0.283015,71.523179,8.455063,78.697572,4.308879,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae_v2__mlp__layer_10,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,MLP,mlp,10,Layer 0.25,3,"42,101,102",33.333333,1.960785,58.169935,2.41808,30.06536,1.132059,57.843137,0.490196,92.05298,1.324503,93.818984,1.699206,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae_v2__mlp__layer_20,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,MLP,mlp,20,Layer 0.5,3,"42,101,102",47.712418,2.995147,58.169935,1.721512,41.176471,0,65.686275,0.849045,62.030905,1.011606,76.048565,0.911849,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae_v2__mlp__layer_30,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,MLP,mlp,30,Layer 0.75,3,"42,101,102",46.405229,1.13206,62.254902,0.490196,42.48366,1.132059,66.503268,0.748787,63.576159,8.056639,76.87638,5.833206,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,intphys2__videomae_v2__mlp__layer_40,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,MLP,mlp,40,Final layer,3,"42,101,102",39.215686,5.187747,51.633987,1.020424,33.333333,1.960785,51.960784,0.490196,38.410596,0.662252,51.545254,0.581438,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v1__linear__layer_16,MVP,mvp,main,V-JEPA,ViT-H/16,Linear,linear,16,Layer 0.5,3,"42,101,102",39.973037,2.238976,65.942029,0.480505,38.355241,2.924108,65.200539,0.812576,44.047218,3.244267,68.802698,1.054873,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v1__linear__layer_24,MVP,mvp,main,V-JEPA,ViT-H/16,Linear,linear,24,Layer 0.75,3,"42,101,102",47.52275,0.364565,69.261881,0.353893,48.500168,1.052409,69.312437,0.303337,53.164699,1.017596,73.237774,0.538838,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v1__linear__layer_32,MVP,mvp,main,V-JEPA,ViT-H/16,Linear,linear,32,Final layer,3,"42,101,102",45.500506,4.755501,70.475227,1.290915,45.635322,4.086402,70.340411,1.184927,48.836425,5.463223,72.411467,1.943832,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v1__linear__layer_8,MVP,mvp,main,V-JEPA,ViT-H/16,Linear,linear,8,Layer 0.25,3,"42,101,102",36.737445,0.116754,64.088305,0.12723,35.085945,0.99584,63.380519,0.304738,39.876335,0.224564,66.419337,0.30603,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v1__mlp__layer_16,MVP,mvp,main,V-JEPA,ViT-H/16,MLP,mlp,16,Layer 0.5,3,"42,101,102",71.351534,1.272301,83.923154,0.267518,72.531176,0.556883,85.136501,0.182283,98.752108,0.441035,99.376054,0.220518,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v1__mlp__layer_24,MVP,mvp,main,V-JEPA,ViT-H/16,MLP,mlp,24,Layer 0.75,3,"42,101,102",86.821706,0.058378,92.922144,0.133759,90.630266,0.154452,94.944388,0.050556,100,0,100,0,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v1__mlp__layer_32,MVP,mvp,main,V-JEPA,ViT-H/16,MLP,mlp,32,Final layer,3,"42,101,102",87.731715,0.99755,93.410853,0.585957,90.933603,0.291886,95.180317,0.077226,99.865093,0.058416,99.932546,0.029208,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v1__mlp__layer_8,MVP,mvp,main,V-JEPA,ViT-H/16,MLP,mlp,8,Layer 0.25,3,"42,101,102",58.914729,0.765609,76.828446,0.563725,60.936973,0.982056,78.193461,0.379452,91.354693,0.837983,95.649241,0.394402,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2_1__linear__layer_12,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,12,Layer 0.25,3,"42,101,102",31.951466,1.605107,61.391978,0.640156,33.771487,1.973632,63.06033,0.581579,37.223159,2.536098,65.536818,0.990405,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2_1__linear__layer_24,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,24,Layer 0.5,3,"42,101,102",39.400067,0.592463,65.065723,0.401277,41.287496,0.210482,66.27907,0.133759,46.936481,1.196391,70.59584,0.48768,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2_1__linear__layer_38,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,38,Layer 0.75,3,"42,101,102",43.208628,1.300122,67.087968,0.583041,44.118638,0.233509,67.475565,0.485795,50.140528,0.51075,72.152895,0.185752,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2_1__linear__layer_48,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,48,Final layer,3,"42,101,102",39.973037,1.567511,66.262218,0.379452,42.669363,2.029814,66.717223,0.45594,47.116357,2.174268,70.685779,0.783982,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2_1__mlp__layer_12,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,12,Layer 0.25,3,"42,101,102",53.859117,1.167544,73.255814,0.331519,56.555443,0.74531,74.637681,0.154451,93.558179,1.234143,96.722878,0.642213,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2_1__mlp__layer_24,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,24,Layer 0.5,3,"42,101,102",62.285137,0.76338,78.496798,0.259434,64.54331,0.420964,80.013482,0.25446,98.02136,0.478556,99.01068,0.239278,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2_1__mlp__layer_38,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,38,Layer 0.75,3,"42,101,102",71.924503,1.280312,83.670374,0.663037,74.21638,0.525395,85.102797,0.249387,98.639685,0.764888,99.314221,0.37607,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2_1__mlp__layer_48,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,48,Final layer,3,"42,101,102",67.441861,0.926709,81.209976,0.386129,71.65487,0.382804,83.704078,0.145943,98.381113,0.243207,99.190557,0.121604,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2__linear__layer_10,MVP,mvp,main,V-JEPA 2,ViT-G/16,Linear,linear,10,Layer 0.25,3,"42,101,102",31.07516,1.206305,60.936973,0.864397,30.097742,0.688257,60.212336,0.281484,34.367622,0.236088,63.428893,0.213529,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2__linear__layer_20,MVP,mvp,main,V-JEPA 2,ViT-G/16,Linear,linear,20,Layer 0.5,3,"42,101,102",32.55814,1.166084,61.964948,0.652023,34.041119,0.308903,62.504213,0.344129,39.527825,0.34229,66.593592,0.288162,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2__linear__layer_30,MVP,mvp,main,V-JEPA 2,ViT-G/16,Linear,linear,30,Layer 0.75,3,"42,101,102",38.456353,3.02887,64.897203,0.867348,38.490057,1.903311,64.897203,0.177547,42.855537,4.576709,67.982012,1.472276,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2__linear__layer_40,MVP,mvp,main,V-JEPA 2,ViT-G/16,Linear,linear,40,Final layer,3,"42,101,102",47.893495,0.574949,69.228176,0.640156,48.904618,0.758903,70.222447,0.182282,52.512648,1.060117,72.782462,0.483777,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2__mlp__layer_10,MVP,mvp,main,V-JEPA 2,ViT-G/16,MLP,mlp,10,Layer 0.25,3,"42,101,102",51.56724,0.631446,72.042467,0.401277,53.656892,0.508921,73.592855,0.429974,91.14109,2.664276,95.480607,1.336046,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2__mlp__layer_20,MVP,mvp,main,V-JEPA 2,ViT-G/16,MLP,mlp,20,Layer 0.5,3,"42,101,102",58.881025,1.113766,76.541962,0.431952,63.127738,0.717351,79.238288,0.249387,94.569983,1.962831,97.268128,0.996654,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2__mlp__layer_30,MVP,mvp,main,V-JEPA 2,ViT-G/16,MLP,mlp,30,Layer 0.75,3,"42,101,102",73.542299,0.758903,84.816313,0.365732,76.440849,0.364566,86.872262,0.25446,99.426644,0.178466,99.713322,0.089233,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__jepa_v2__mlp__layer_40,MVP,mvp,main,V-JEPA 2,ViT-G/16,MLP,mlp,40,Final layer,3,"42,101,102",86.316144,0.382804,92.467138,0.267518,87.698012,0.116755,93.259185,0.116755,99.820123,0.103037,99.910062,0.051518,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae__linear__layer_16,MVP,mvp,main,VideoMAE,ViT-H/16,Linear,linear,16,Layer 0.5,3,"42,101,102",35.827435,0.650061,63.751264,0.307521,34.782609,0.926709,63.127738,0.105241,39.516582,0.637547,66.700393,0.236889,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae__linear__layer_24,MVP,mvp,main,VideoMAE,ViT-H/16,Linear,linear,24,Layer 0.75,3,"42,101,102",34.715201,2.885392,63.751264,0.440738,34.647792,2.840756,64.374789,0.420964,39.078134,3.716433,67.223159,0.823088,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae__linear__layer_32,MVP,mvp,main,VideoMAE,ViT-H/16,Linear,linear,32,Final layer,3,"42,101,102",33.535558,2.293116,62.841254,0.919788,34.883721,1.139477,63.683855,0.469746,38.673412,2.153328,66.379989,0.950554,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae__linear__layer_8,MVP,mvp,main,VideoMAE,ViT-H/16,Linear,linear,8,Layer 0.25,3,"42,101,102",30.872936,0.883407,60.785305,0.927168,31.917762,0.556883,62.184024,0.151669,36.121416,0.658321,64.828556,0.438557,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae__mlp__layer_16,MVP,mvp,main,VideoMAE,ViT-H/16,MLP,mlp,16,Layer 0.5,3,"42,101,102",58.341759,1.627248,76.69363,0.827639,59.892147,0.50892,78.024941,0.453129,87.655987,1.733243,93.805509,0.840863,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae__mlp__layer_24,MVP,mvp,main,VideoMAE,ViT-H/16,MLP,mlp,24,Layer 0.75,3,"42,101,102",64.745534,0.673239,80.24941,0.105241,68.857432,0.202225,82.861476,0.133759,93.153457,0.32525,96.548623,0.172249,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae__mlp__layer_32,MVP,mvp,main,VideoMAE,ViT-H/16,MLP,mlp,32,Final layer,3,"42,101,102",62.959218,0.40864,79.979778,0,66.161106,0.85995,81.580721,0.50892,98.122541,0.318773,99.06127,0.159387,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae__mlp__layer_8,MVP,mvp,main,VideoMAE,ViT-H/16,MLP,mlp,8,Layer 0.25,3,"42,101,102",50.25278,0.440738,71.806539,0.53104,50.690934,0.154452,72.733401,0.25446,84.283305,2.520952,92.07982,1.270513,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae_v2__linear__layer_10,MVP,mvp,main,VideoMAE-v2,ViT-G/16,Linear,linear,10,Layer 0.25,3,"42,101,102",32.794068,0.710189,62.470509,0.453129,31.614425,0.823512,61.830132,0.281484,35.671726,1.771969,64.794829,0.910676,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae_v2__linear__layer_20,MVP,mvp,main,VideoMAE-v2,ViT-G/16,Linear,linear,20,Layer 0.5,3,"42,101,102",35.995955,1.530105,63.751264,0.99584,38.388945,1.113765,64.914054,0.087566,41.405284,2.326009,67.689713,0.813124,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae_v2__linear__layer_30,MVP,mvp,main,VideoMAE-v2,ViT-G/16,Linear,linear,30,Layer 0.75,3,"42,101,102",35.119649,0.823512,62.824402,0.259434,36.838558,0.731464,63.80182,0.431952,39.516582,0.665482,66.166385,0.086536,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae_v2__linear__layer_40,MVP,mvp,main,VideoMAE-v2,ViT-G/16,Linear,linear,40,Final layer,3,"42,101,102",33.367037,1.290915,62.403101,0.871757,34.647792,0.25446,63.565892,0.105241,37.627881,2.113338,65.817875,1.344533,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae_v2__mlp__layer_10,MVP,mvp,main,VideoMAE-v2,ViT-G/16,MLP,mlp,10,Layer 0.25,3,"42,101,102",52.612066,0.592464,72.851365,0.394856,53.319852,0.058377,74.014156,0.262697,86.520517,0.652536,93.170321,0.350905,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae_v2__mlp__layer_20,MVP,mvp,main,VideoMAE-v2,ViT-G/16,MLP,mlp,20,Layer 0.5,3,"42,101,102",66.430738,0.440738,80.721267,0.372655,68.554095,0.101112,82.490731,0.191402,94.266442,0.762405,97.1276,0.375692,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae_v2__mlp__layer_30,MVP,mvp,main,VideoMAE-v2,ViT-G/16,MLP,mlp,30,Layer 0.75,3,"42,101,102",61.206606,0.233509,78.328278,0.344129,63.936636,0.308903,79.575329,0.087566,90.19674,2.186875,95.019674,1.087831,true,,
main_linear_mlp,results/seed_runs/layerwise_seed_summary.csv,mvp__videomae_v2__mlp__layer_40,MVP,mvp,main,VideoMAE-v2,ViT-G/16,MLP,mlp,40,Final layer,3,"42,101,102",58.779912,1.881702,76.306033,0.910478,61.644759,0.420964,78.109201,0.267518,89.218662,0.710935,94.491287,0.355467,true,,
