dataset,experiment,model,backbone,probe,probe_layer,excel_layer,selected_slot,layer_label,config_status,lr,weight_decay,batch_size,eval_batch_size,epochs,early_stopping_enabled,early_stopping_patience,feature_view,mlp_hidden_dims,mlp_dropout,temporal_num_heads,temporal_num_self_attn_blocks,temporal_mlp_ratio,temporal_dropout,best_trial,n_trials,config_id,config_source,evidence_path,notes,has_lr,has_optuna_winner,has_config_json,config_availability
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,7,7,7,noise_0.9_block_36,VERIFIED_FULL,8.200518402245828e-05,3.8550736900261795e-08,32.0,,50.0,True,5.0,pooled,,,,,,,4.0,20.0,intphys2__ltx_video__linear__slot_7,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,8,8,8,noise_0.9_block_48,VERIFIED_FULL,0.0006218704727769,0.0033981724150106,256.0,,100.0,True,5.0,pooled,,,,,,,6.0,20.0,intphys2__ltx_video__linear__slot_8,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,9,9,9,noise_0.8_block_12,VERIFIED_FULL,0.0068455702672729,0.0001275958087251,64.0,,20.0,True,5.0,pooled,,,,,,,10.0,20.0,intphys2__ltx_video__linear__slot_9,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,10,10,10,noise_0.8_block_24,VERIFIED_FULL,0.003307247541444,2.814035668328875e-07,64.0,,20.0,True,5.0,pooled,,,,,,,18.0,20.0,intphys2__ltx_video__linear__slot_10,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,11,11,11,noise_0.8_block_36,VERIFIED_FULL,0.0004313899082192,6.577938122450034e-08,256.0,,50.0,True,5.0,pooled,,,,,,,15.0,20.0,intphys2__ltx_video__linear__slot_11,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,12,12,12,noise_0.8_block_48,VERIFIED_FULL,1.0388823104027935e-05,0.0007812113973534,128.0,,100.0,True,5.0,pooled,,,,,,,8.0,20.0,intphys2__ltx_video__linear__slot_12,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,13,13,13,noise_0.7_block_12,VERIFIED_FULL,0.0068455702672729,2.435315556919516e-05,64.0,,20.0,True,5.0,pooled,,,,,,,10.0,20.0,intphys2__ltx_video__linear__slot_13,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,14,14,14,noise_0.7_block_24,VERIFIED_FULL,0.0071808928210677,1.051368030362245e-08,64.0,,100.0,True,5.0,pooled,,,,,,,12.0,20.0,intphys2__ltx_video__linear__slot_14,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,15,15,15,noise_0.7_block_36,VERIFIED_FULL,0.0044005929565618,5.221380167249247e-05,64.0,,20.0,True,5.0,pooled,,,,,,,12.0,20.0,intphys2__ltx_video__linear__slot_15,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,16,16,16,noise_0.7_block_48,VERIFIED_FULL,0.0001976218934028,5.589524205217922e-07,32.0,,50.0,True,5.0,pooled,,,,,,,2.0,20.0,intphys2__ltx_video__linear__slot_16,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,17,17,17,noise_0.6_block_12,VERIFIED_FULL,0.0001175601090023,4.848496183873288e-07,128.0,,20.0,True,5.0,pooled,,,,,,,7.0,20.0,intphys2__ltx_video__linear__slot_17,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,18,18,18,noise_0.6_block_24,VERIFIED_FULL,0.0013311216080736,1.3289448722869162e-08,32.0,,100.0,True,5.0,pooled,,,,,,,1.0,20.0,intphys2__ltx_video__linear__slot_18,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,19,19,19,noise_0.6_block_36,VERIFIED_FULL,0.0003489018845491,3.5849855803404713e-05,64.0,,50.0,True,5.0,pooled,,,,,,,3.0,20.0,intphys2__ltx_video__linear__slot_19,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,20,20,20,noise_0.6_block_48,VERIFIED_FULL,0.0001175601090023,4.848496183873288e-07,128.0,,20.0,True,5.0,pooled,,,,,,,7.0,20.0,intphys2__ltx_video__linear__slot_20,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,21,21,21,noise_0.5_block_12,VERIFIED_FULL,8.200518402245828e-05,3.8550736900261795e-08,32.0,,50.0,True,5.0,pooled,,,,,,,4.0,20.0,intphys2__ltx_video__linear__slot_21,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,22,22,22,noise_0.5_block_24,VERIFIED_FULL,0.0093730948464104,4.95553970951814e-06,64.0,,100.0,True,5.0,pooled,,,,,,,17.0,20.0,intphys2__ltx_video__linear__slot_22,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,23,23,23,noise_0.5_block_36,VERIFIED_FULL,0.0003489018845491,3.5849855803404713e-05,64.0,,50.0,True,5.0,pooled,,,,,,,3.0,20.0,intphys2__ltx_video__linear__slot_23,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,24,24,24,noise_0.5_block_48,VERIFIED_FULL,0.0001976218934028,5.589524205217922e-07,32.0,,50.0,True,5.0,pooled,,,,,,,2.0,20.0,intphys2__ltx_video__linear__slot_24,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,25,25,25,noise_0.4_block_12,VERIFIED_FULL,0.0032720201056142,1.6494404261439623e-08,64.0,,100.0,True,5.0,pooled,,,,,,,11.0,20.0,intphys2__ltx_video__linear__slot_25,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,26,26,26,noise_0.4_block_24,VERIFIED_FULL,0.0015829651148323,1.1388130189358153e-07,64.0,,100.0,True,5.0,pooled,,,,,,,19.0,20.0,intphys2__ltx_video__linear__slot_26,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,27,27,27,noise_0.4_block_36,VERIFIED_FULL,0.0013311216080736,1.3289448722869162e-08,32.0,,100.0,True,5.0,pooled,,,,,,,1.0,20.0,intphys2__ltx_video__linear__slot_27,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,28,28,28,noise_0.4_block_48,VERIFIED_FULL,0.0001976218934028,5.589524205217922e-07,32.0,,50.0,True,5.0,pooled,,,,,,,2.0,20.0,intphys2__ltx_video__linear__slot_28,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,29,29,29,noise_0.3_block_12,VERIFIED_FULL,0.0006136348245754,0.0045253729960073,32.0,,100.0,True,5.0,pooled,,,,,,,13.0,20.0,intphys2__ltx_video__linear__slot_29,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,30,30,30,noise_0.3_block_24,VERIFIED_FULL,0.008013349589915,1.086383341945677e-08,64.0,,100.0,True,5.0,pooled,,,,,,,10.0,20.0,intphys2__ltx_video__linear__slot_30,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,31,31,31,noise_0.3_block_36,VERIFIED_FULL,0.0086910919516175,1.4016628598724878e-07,32.0,,20.0,True,5.0,pooled,,,,,,,14.0,20.0,intphys2__ltx_video__linear__slot_31,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,32,32,32,noise_0.3_block_48,VERIFIED_FULL,0.0024820762449519,0.000319735686353,256.0,,20.0,True,5.0,pooled,,,,,,,13.0,20.0,intphys2__ltx_video__linear__slot_32,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,33,33,33,noise_0.2_block_12,VERIFIED_FULL,0.0035534536513345,7.210935840467621e-08,64.0,,100.0,True,5.0,pooled,,,,,,,16.0,20.0,intphys2__ltx_video__linear__slot_33,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,34,34,34,noise_0.2_block_24,VERIFIED_FULL,0.0082967969219367,1.7074626001153678e-08,64.0,,100.0,True,5.0,pooled,,,,,,,11.0,20.0,intphys2__ltx_video__linear__slot_34,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,35,35,35,noise_0.2_block_36,VERIFIED_FULL,0.0082967969219367,1.7074626001153678e-08,64.0,,100.0,True,5.0,pooled,,,,,,,11.0,20.0,intphys2__ltx_video__linear__slot_35,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,36,36,36,noise_0.2_block_48,VERIFIED_FULL,0.0071808928210677,1.051368030362245e-08,64.0,,100.0,True,5.0,pooled,,,,,,,12.0,20.0,intphys2__ltx_video__linear__slot_36,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,37,37,37,noise_0.1_block_12,VERIFIED_FULL,0.0001976218934028,5.589524205217922e-07,32.0,,50.0,True,5.0,pooled,,,,,,,2.0,20.0,intphys2__ltx_video__linear__slot_37,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,38,38,38,noise_0.1_block_24,VERIFIED_FULL,0.0054023363462835,2.1405773509077468e-05,32.0,,100.0,True,5.0,pooled,,,,,,,19.0,20.0,intphys2__ltx_video__linear__slot_38,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,39,39,39,noise_0.1_block_36,VERIFIED_FULL,0.008013349589915,1.086383341945677e-08,64.0,,100.0,True,5.0,pooled,,,,,,,10.0,20.0,intphys2__ltx_video__linear__slot_39,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,Linear,40,40,40,noise_0.1_block_48,VERIFIED_FULL,0.0024820762449519,6.7407894737442e-06,32.0,,20.0,True,5.0,pooled,,,,,,,13.0,20.0,intphys2__ltx_video__linear__slot_40,recovered_best_configs.json,output/training/intphys2/linear/intphys2_ltx_linear_layers_22572277.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,1,1,1,noise_1.0_block_12,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_1,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,2,2,2,noise_1.0_block_24,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_2,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,3,3,3,noise_1.0_block_36,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_3,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,4,4,4,noise_1.0_block_48,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_4,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,5,5,5,noise_0.9_block_12,VERIFIED_FULL,2.7207248059486677e-05,8.64403589520682e-06,32.0,,50.0,True,5.0,pooled,[512],0.3387821809211412,,,,,8.0,20.0,intphys2__ltx_video__mlp__slot_5,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,6,6,6,noise_0.9_block_24,VERIFIED_FULL,1.033285556962607e-05,0.0009262400523003,256.0,,100.0,True,5.0,pooled,[256],0.1006824872205229,,,,,19.0,20.0,intphys2__ltx_video__mlp__slot_6,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,7,7,7,noise_0.9_block_36,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_7,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,8,8,8,noise_0.9_block_48,VERIFIED_FULL,0.0045300059942318,0.0001364378722336,32.0,,500.0,True,5.0,pooled,[1024],0.2883281191216033,,,,,17.0,20.0,intphys2__ltx_video__mlp__slot_8,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,9,9,9,noise_0.8_block_12,VERIFIED_FULL,0.0001030019660098,0.0045442082254883,128.0,,20.0,True,5.0,pooled,"[1024,512,1024]",0.1197809453334862,,,,,7.0,20.0,intphys2__ltx_video__mlp__slot_9,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,10,10,10,noise_0.8_block_24,VERIFIED_FULL,7.476312062252303e-05,4.689400963537693e-05,256.0,,20.0,True,5.0,pooled,"[512,256]",0.0488360570031919,,,,,1.0,20.0,intphys2__ltx_video__mlp__slot_10,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,11,11,11,noise_0.8_block_36,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_11,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
IntPhys2,ltx,LTX-Video,LTX-13B,MLP,12,12,12,noise_0.8_block_48,VERIFIED_FULL,0.0001329291894316,0.0050615768887523,32.0,,2000.0,True,5.0,pooled,[256],0.2159725093210578,,,,,0.0,20.0,intphys2__ltx_video__mlp__slot_12,recovered_best_configs.json,output/training/intphys2/mlp/intphys2_ltx_mlp_layers_22604093.out,Full config recovered from recovered_best_configs.json and matched to current Excel row. LTX JSON normalized: layer is probe slot; depth_layer_id is transformer block.,True,True,True,full_config
